State,District,Year,Temperature,Min_Temperature,Max_Temperature,Rainfall,wspd,pres,Forest_Loss,Elevation,NDVI,State_ID,District_ID,Temp_Range,Rainfall_per_Elevation,Vegetation_Forest_Index,Temperature_Scaled,Rainfall_Scaled,NDVI_Scaled,Forest_Loss_Scaled,Elevation_Scaled,Environmental_Risk_Score,Environmental_Risk_Level
Karnataka,Shivamogga,2021.0,24.50686813186813,13.2,37.2,1779.7,8.926923076923076,1010.807967032967,0.0191438223433161,677.8775989889841,0.5868659691704522,1,4,24.000000000000004,2.6215329577090354,0.575631111317315,-1.615757544531763,-1.2228504358175032,0.0,1.282354595833814,1.126707070679264,31.057692307692307,Low Risk
Karnataka,Shivamogga,2022.0,24.79600550964188,12.8,37.0,1452.4,9.242424242424242,1010.3842975206612,0.0191438223433161,677.8775989889841,0.586865969170452,1,4,24.2,2.1394136471183924,0.5756311113173148,-1.455626074206579,-1.5979973457213492,-2.220446049250313e-16,1.282354595833814,1.126707070679264,41.506410256410255,Moderate Risk
Karnataka,Shivamogga,2023.0,25.86246575342465,13.0,39.3,751.4,11.691780821917808,1011.5665753424656,0.0191438223433161,677.8775989889841,0.586865969170452,1,4,26.3,1.1068269171335443,0.5756311113173148,-0.8649938695598285,-2.401474228833467,-2.220446049250313e-16,1.282354595833814,1.126707070679264,42.46794871794872,Moderate Risk
Karnataka,Shivamogga,2024.0,25.99382022471909,13.9,41.0,1359.0,10.7688202247191,1010.7101123595504,0.0191438223433161,677.8775989889841,0.586865969170452,1,4,27.1,2.001833617759498,0.5756311113173148,-0.792246496722322,-1.7050511843556886,-2.220446049250313e-16,1.282354595833814,1.126707070679264,43.493589743589745,Moderate Risk
Karnataka,Uttara Kannada,2015.0,27.601680672268905,20.4,35.5,3006.5,9.943331978503364,1009.976557801537,0.0089878245480117,429.982020972934,0.586865969170452,1,7,15.1,6.975929049691868,0.5815913208063491,0.0982266047710838,0.1832914189641606,-2.220446049250313e-16,-0.3483612452184565,0.2128019676255917,49.13461538461538,Moderate Risk
Karnataka,Uttara Kannada,2016.0,27.820394736842104,20.3,36.8,3210.2,9.943331978503364,1009.976557801537,0.0089878245480117,429.982020972934,0.586865969170452,1,7,16.499999999999996,7.448570575526636,0.5815913208063491,0.2193558928989898,0.4167696516174249,-2.220446049250313e-16,-0.3483612452184565,0.2128019676255917,57.01923076923078,Moderate Risk
Karnataka,Uttara Kannada,2017.0,28.04198717948718,22.1,36.8,3043.5,9.943331978503364,1009.976557801537,0.0089878245480117,429.982020972934,0.5868659691704522,1,7,14.699999999999996,7.061779498665292,0.5815913208063493,0.3420792983850536,0.2257003272026033,0.0,-0.3483612452184565,0.2128019676255917,50.416666666666664,Moderate Risk
Karnataka,Uttara Kannada,2018.0,27.71925675675676,20.2,37.6,2738.6,9.943331978503364,1009.976557801537,0.0089878245480117,429.982020972934,0.5868659691704522,1,7,17.400000000000002,6.354325393476184,0.5815913208063493,0.1633431643424684,-0.1237720004163479,0.0,-0.3483612452184565,0.2128019676255917,38.49358974358974,Moderate Risk
Karnataka,Uttara Kannada,2019.0,27.7324427480916,22.0,37.0,4671.3,9.943331978503364,1009.976557801537,0.0089878245480117,429.982020972934,0.5868659691704522,1,7,15.0,10.838735197015009,0.5815913208063493,0.1706458942641437,2.091463052352255,0.0,-0.3483612452184565,0.2128019676255917,52.72435897435898,Moderate Risk
Karnataka,Uttara Kannada,2020.0,27.46934306569344,21.5,35.8,4865.3,9.943331978503364,1009.976557801537,0.0089878245480117,429.982020972934,0.5868659691704522,1,7,14.299999999999995,11.288869983524313,0.5815913208063493,0.0249347471655017,2.3138232739267925,0.0,-0.3483612452184565,0.2128019676255917,49.19871794871795,Moderate Risk
Karnataka,Uttara Kannada,2021.0,26.86868131868132,18.2,35.6,3241.7,11.202747252747251,1009.3953296703296,0.0089878245480117,429.982020972934,0.5868659691704522,1,7,17.400000000000002,7.5216594712742815,0.5815913208063493,-0.3077266660967089,0.4528745329555586,0.0,-0.3483612452184565,0.2128019676255917,40.993589743589745,Moderate Risk
Karnataka,Uttara Kannada,2022.0,26.858402203856752,16.7,35.7,2810.6,11.269421487603308,1009.1011019283746,0.0089878245480117,429.982020972934,0.586865969170452,1,7,19.000000000000004,6.521385726613658,0.5815913208063491,-0.3134194955163186,-0.0412465573577566,-2.220446049250313e-16,-0.3483612452184565,0.2128019676255917,44.519230769230774,Moderate Risk
Karnataka,Uttara Kannada,2023.0,27.66493150684932,17.0,37.4,2327.1,14.733972602739724,1010.3693150684932,0.0089878245480117,429.982020972934,0.5868659691704522,1,7,20.4,5.399529183947429,0.5815913208063493,0.1332564899372366,-0.59542783123038,0.0,-0.3483612452184565,0.2128019676255917,32.8525641025641,Low Risk
Karnataka,Uttara Kannada,2024.0,27.62182320441989,17.7,36.9,3530.4,14.780112044817928,1009.4731092436976,0.0089878245480117,429.982020972934,0.586865969170452,1,7,19.2,8.191525001507458,0.5815913208063491,0.1093820399979101,0.783778635886327,-2.220446049250313e-16,-0.3483612452184565,0.2128019676255917,55.92948717948718,Moderate Risk
Karnataka,Chikkamagaluru,2021.0,25.06868131868132,13.7,35.2,2397.6,10.243956043956045,1011.7453296703296,0.0180343129189331,890.5947155150526,0.5868659691704522,1,0,21.500000000000004,2.6891141886310583,0.5762822446409593,-1.304611430026738,-0.5146216682355095,0.0,1.1042042426528922,1.9109213751693983,37.40384615384615,Moderate Risk
Karnataka,Chikkamagaluru,2022.0,27.481955922865016,14.6,39.6,2083.8,10.295592286501378,1011.841046831956,0.0180343129189331,890.5947155150526,0.5868659691704522,1,0,25.0,2.3371605548337504,0.5762822446409593,0.0319200611343734,-0.8742950575658694,0.0,1.1042042426528922,1.9109213751693983,37.083333333333336,Moderate Risk
Karnataka,Chikkamagaluru,2023.0,27.89301369863014,16.6,41.1,1164.2,12.41095890410959,1013.1602739726028,0.0180343129189331,890.5947155150526,0.5868659691704522,1,0,24.5,1.3057502245596757,0.5762822446409593,0.2595740798872723,-1.928328355297544,0.0,1.1042042426528922,1.9109213751693983,41.506410256410255,Moderate Risk
Karnataka,Chikkamagaluru,2024.0,28.23609550561797,16.6,42.1,1842.9,11.873595505617978,1012.3323033707863,0.0180343129189331,890.5947155150526,0.5868659691704522,1,0,25.5,2.066970528123197,0.5762822446409593,0.4495813166471357,-1.1504114357994062,0.0,1.1042042426528922,1.9109213751693983,48.81410256410256,Moderate Risk
Karnataka,Kodagu,2015.0,30.15,25.4,35.2,4.1,9.943331978503364,1009.976557801537,0.0210771784153426,682.7863867146641,0.5868659691704522,1,2,9.800000000000004,0.0059960246060161,0.5744964904323536,1.5095492222397202,-3.258019556579096,0.0,1.5927873506051744,1.1448040701828843,59.77564102564102,Moderate Risk
Karnataka,Kodagu,2016.0,28.516013071895426,22.1,39.1,2101.2,9.943331978503364,1009.976557801537,0.0210771784153426,682.7863867146641,0.5868659691704522,1,2,17.0,3.0728894883319837,0.5744964904323536,0.6046066260795628,-0.8543514088267103,0.0,1.5927873506051744,1.1448040701828843,58.23717948717948,Moderate Risk
Karnataka,Kodagu,2017.0,28.349127906976744,22.5,36.5,2828.8,9.943331978503364,1009.976557801537,0.0210771784153426,682.7863867146641,0.586865969170452,1,2,14.0,4.136964489145972,0.5744964904323534,0.5121814715054603,-0.020385959251279,-2.220446049250313e-16,1.5927873506051744,1.1448040701828843,73.5576923076923,High Risk
Karnataka,Kodagu,2018.0,28.054140127388536,22.2,36.4,3160.9,9.943331978503364,1009.976557801537,0.0210771784153426,682.7863867146641,0.5868659691704522,1,2,14.2,4.62264248223328,0.5744964904323536,0.3488099031626632,0.3602626468564731,0.0,1.5927873506051744,1.1448040701828843,63.942307692307686,Moderate Risk
Karnataka,Kodagu,2019.0,28.40704697986577,21.5,36.8,3615.1,9.943331978503364,1009.976557801537,0.0210771784153426,682.7863867146641,0.5868659691704522,1,2,15.299999999999995,5.2868850129778,0.5744964904323536,0.544258494452139,0.8808606501510863,0.0,1.5927873506051744,1.1448040701828843,72.66025641025641,High Risk
Karnataka,Kodagu,2020.0,28.41043165467626,22.1,36.4,4243.5,9.943331978503364,1009.976557801537,0.0210771784153426,682.7863867146641,0.5868659691704522,1,2,14.299999999999995,6.2058854672267145,0.5744964904323536,0.5461330115351589,1.601124378179125,0.0,1.5927873506051744,1.1448040701828843,75.92948717948718,High Risk
Karnataka,Kodagu,2021.0,20.74862637362637,11.8,31.8,3310.9,9.242307692307692,1012.1642857142856,0.0210771784153426,682.7863867146641,0.586865969170452,1,2,20.0,4.842009236111919,0.5744964904323534,-3.6971652933966648,0.5321906532285383,-2.220446049250313e-16,1.5927873506051744,1.1448040701828843,59.070512820512825,Moderate Risk
Karnataka,Kodagu,2022.0,20.871016483516485,11.0,33.0,2683.2,9.11510989010989,1011.7464285714286,0.0210771784153426,682.7863867146641,0.5868659691704522,1,2,22.0,3.924032493381105,0.5744964904323536,-3.629382606838232,-0.1872707441030974,0.0,1.5927873506051744,1.1448040701828843,41.12179487179487,Moderate Risk
Karnataka,Kodagu,2023.0,21.38041095890411,10.7,33.8,1781.7,10.74109589041096,1013.0435616438356,0.0210771784153426,682.7863867146641,0.586865969170452,1,2,23.1,2.605638302570481,0.5744964904323534,-3.347267278313757,-1.220558062399209,-2.220446049250313e-16,1.5927873506051744,1.1448040701828843,42.8525641025641,Moderate Risk
Karnataka,Kodagu,2024.0,21.9366391184573,13.2,35.5,2446.7,10.275211267605632,1012.2087323943662,0.0210771784153426,682.7863867146641,0.586865969170452,1,2,22.3,3.5781642447657838,0.5744964904323534,-3.039214290798525,-0.4583439008163869,-2.220446049250313e-16,1.5927873506051744,1.1448040701828843,49.6474358974359,Moderate Risk
